startup_name,sector,subvertical,city,investors,investment_type,amount_usd,date,source_period,year,sector_clean
Rapido,Technology,Bike and Taxi pooling online platform,Hyderabad,"Skycatcher Fund, Aravind Sanka",Seed/Angel Funding,329230.0,2017-11-21,early_2015_2019,2017,Technology
Heckyl,Technology,Big Data Analytics Platform,Mumbai,"Notion Capital, IDG Ventures",Private Equity,2700000.0,2017-11-21,early_2015_2019,2017,Technology
Nuvepro,Technology,Managed Cloud Environment Solutions,Mumbai,1Crowd,Seed/Angel Funding,400000.0,2017-11-21,early_2015_2019,2017,Technology
RedBook,Technology,AI based pharmacy drugs insights platform,Mumbai,"Vida Ventures, Dr. Aniruddha Malpani",Seed/Angel Funding,250000.0,2017-11-21,early_2015_2019,2017,Technology
Portea,Healthcare,Healthcare facilities at doorstep,Bangalore,"Sabre Partners, MEMG CDC",Private Equity,26000000.0,2017-11-21,early_2015_2019,2017,Healthcare
Epiq Capital,Finance,Tech based investor firm,Mumbai,Global Institutional Investors,Private Equity,200000000.0,2017-11-21,early_2015_2019,2017,Finance
IDG Ventures,Finance,Venture Capitalist,Bangalore,Uniliver Ventures,Private Equity,10000000.0,2017-11-24,early_2015_2019,2017,Finance
TempGo,Technology,IoT and SaaS based transportation platform,Goa,Javelin StartupO Victory Fund,Seed/Angel Funding,250000.0,2017-11-24,early_2015_2019,2017,Technology
Edelweiss,Finance,Diversified Financial,Mumbai,Undisclosed investors,Private Equity,270000000.0,2017-11-27,early_2015_2019,2017,Finance
ERA,Technology,Identity management platform,Mumbai,Amit Patni,Seed/Angel Funding,39000.0,2017-11-27,early_2015_2019,2017,Technology
Smaaash,Technology,Virtual Reality based gaming platform,Mumbai,Sixth Sense Ventures,Private Equity,3800000.0,2017-11-27,early_2015_2019,2017,Technology
Chumbak,Lifestyle,Designer-led consumer products,Bangalore,Gaja Capital,Private Equity,13000000.0,2017-11-28,early_2015_2019,2017,Other
FR8,Technology,Online Truck aggregator platform,Chennai,IFMR Capital,Debt Funding,1500000.0,2017-11-28,early_2015_2019,2017,Technology
MobieFit,Healthcare,Health and fitness based mobile App,Goa,"NB Ventures, MediAssist",Seed/Angel Funding,1350000.0,2017-11-28,early_2015_2019,2017,Healthcare
Stanza Living,Technology,Student accommodation platform,Delhi,"Matrix PArtners, Accel",Private Equity,2000000.0,2017-11-28,early_2015_2019,2017,Technology
Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,"Tencent, Softbank Group",Private Equity,110000000.0,2017-10-03,early_2015_2019,2017,Consumer Internet
CollPoll,Consumer Internet,Education collaboration platform,Bangalore,Sprout Angels,Seed Funding,306000.0,2017-10-04,early_2015_2019,2017,Consumer Internet
PhonePe,Consumer Internet,Digital Wallet,Bangalore,Flipkart,Private Equity,38700000.0,2017-10-04,early_2015_2019,2017,Consumer Internet
Little Black Book,Consumer Internet,Local Recommendations and Discoveries Platform,New Delhi,"Blume Ventures, IDG Ventures & Indian Angel Network",Private Equity,1000000.0,2017-10-05,early_2015_2019,2017,Consumer Internet
Oorjan,Technology,rooftop solar platform,Mumbai,Globevestor,Seed Funding,450000.0,2017-10-05,early_2015_2019,2017,Technology
Zefo,Ecommerce,Ecommerce Portal for Used Goods,Bangalore,"Sequoia India, Helion Venture Partners, Beenext",Private Equity,9200000.0,2017-10-05,early_2015_2019,2017,Ecommerce
Yaantra,Ecommerce,Mobile repair and Refurbishment platform,New Delhi,Carpediem Capital,Private Equity,3100000.0,2017-10-06,early_2015_2019,2017,Ecommerce
Farm Taaza,Technology,Fresh Produce SCM company,Bangalore,"Epsilon Venture Partners, Tara India Fund IV and others",Private Equity,8000000.0,2017-10-06,early_2015_2019,2017,Technology
Drivezy,Consumer Internet,Self Drive car and bike rental platform,Bangalore,"Das Capital, Axan Partners, Das Capital and IT Farm",Private Equity,10000000.0,2017-10-06,early_2015_2019,2017,Consumer Internet
Slice Pay,Consumer Internet,Student Micro-financing platform,Bangalore,"Das Capital, Simile Ventures",Private Equity,2000000.0,2017-10-06,early_2015_2019,2017,Consumer Internet
MyGubbi,Ecommerce,Home Interior Designing Seller,Bangalore,"Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy",Private Equity,2700000.0,2017-10-09,early_2015_2019,2017,Ecommerce
OneStepUp,Technology,Education Technology platform,New Delhi,Orient BlackSwan,Seed Funding,336000.0,2017-10-09,early_2015_2019,2017,Technology
Parallel Dots,Technology,AI-powered deep learning solutions,Gurgaon,"Multipoint Capital,",Private Equity,1400000.0,2017-10-10,early_2015_2019,2017,Technology
Easy Diner,Consumer Internet,online restaurant reservation platform,Gurgaon,Saama Capital and DSG Consumer Partners,Private Equity,4500000.0,2017-10-10,early_2015_2019,2017,Consumer Internet
Meesho,Ecommerce,Online Reseller Network,Bangalore,"SAIF Partners, YCombinator, Venture Highway",Private Equity,3100000.0,2017-10-11,early_2015_2019,2017,Ecommerce
StanPlus,Logistics,Medical Transportation Services,Hyderabad,KStart Capital,Private Equity,1100000.0,2017-10-11,early_2015_2019,2017,Logistics
UCLID,Technology,"Education Network for Institutions, teachers & Students",Hyderabad,Undisclosed investors,Seed Funding,235000.0,2017-10-12,early_2015_2019,2017,Technology
Policy Bazaar,Consumer Internet,Online insurance policy aggregator,Gurgaon,"Wellington Management, DG Ventures India, True North",Private Equity,77000000.0,2017-10-13,early_2015_2019,2017,Consumer Internet
Gapoon,Consumer Internet,home maintenance services platform,Bangalore,"Vida Ventures, Snehal Mantri, Anshu Bahadur",Seed Funding,250000.0,2017-10-13,early_2015_2019,2017,Consumer Internet
Chaayos,Ecommerce,Online Chai ordering platform,Gurgaon,Tiger Global Management,Private Equity,2000000.0,2017-10-13,early_2015_2019,2017,Ecommerce
KrazyBee,Consumer Internet,Micro-lending platform,Bangalore,"Xiaomi Technologies, Shunwei Capital",Private Equity,8000000.0,2017-10-16,early_2015_2019,2017,Consumer Internet
Renew Buy,Consumer Internet,Online Insurance Aggregator,New Delhi,Amicus Capital,Private Equity,9200000.0,2017-10-16,early_2015_2019,2017,Consumer Internet
Fingerlix,Consumer Internet,Food Ordering Portal,Bangalore,"Accel Partners, Zephyr Peacock",Private Equity,7000000.0,2017-10-17,early_2015_2019,2017,Consumer Internet
Bank Bazaar,Consumer Internet,Online Financial Marketplace,Chennai,Experian,Private Equity,7000000.0,2017-10-18,early_2015_2019,2017,Consumer Internet
BlackBuck,Logistics,B2B Logistics provider,Bangalore,Innoven Capital,Private Equity,7700000.0,2017-10-18,early_2015_2019,2017,Logistics
LenDen Club,Consumer Internet,Online peer-to-peer lending platform,Mumbai,Undisclosed Investor,Seed Funding,500000.0,2017-10-18,early_2015_2019,2017,Consumer Internet
Toppr,Consumer Internet,Mobile based learning app,Mumbai,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,7000000.0,2017-10-23,early_2015_2019,2017,Consumer Internet
RAW Pressery,Food & Beverage,Cold pressed Juice maker,Mumbai,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,6000000.0,2017-10-23,early_2015_2019,2017,Food & Beverage
Cashe,Consumer Internet,app-only lending platform,Mumbai,IFMR Capital,Debt Funding,3100000.0,2017-10-23,early_2015_2019,2017,Consumer Internet
Park Easy,Consumer Internet,Machine learning based parking discovery,Kolkata,Rockstart Accelerator,Seed Funding,118000.0,2017-10-23,early_2015_2019,2017,Consumer Internet
FYRE,Food & Beverage,Herbal energy shot maker,Mumbai,Venture Catalysts,Seed Funding,500000.0,2017-10-24,early_2015_2019,2017,Food & Beverage
ZipLoan,Consumer Internet,SME lending platform,New Delhi,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,3000000.0,2017-10-24,early_2015_2019,2017,Consumer Internet
Skillenza,Consumer Internet,Online Learning Platform,Bangalore,"Blume Ventures, Indian Angel Network",Seed Funding,722000.0,2017-10-24,early_2015_2019,2017,Consumer Internet
SpotDraft,Consumer Internet,Contract Automation,Gurgaon,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,550000.0,2017-10-25,early_2015_2019,2017,Consumer Internet
Big Basket,Ecommerce,Online Grocery portal,Bangalore,Helion Ventures Partners,Private Equity,5000000.0,2017-10-26,early_2015_2019,2017,Ecommerce
OfBusiness,Technology,B2B Finance & Fulfilment Network,Gurgaon,Kotak Mahindra Bank,Debt Funding,3800000.0,2017-10-27,early_2015_2019,2017,Technology
CashFree,Technology,Payments Platform for Marketplaces and Fintechs,New Delhi,Y Combinator,Seed Funding,120000.0,2017-10-28,early_2015_2019,2017,Technology
Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,ANI Technologies Pvt. Ltd,Private Equity,7700000.0,2017-10-28,early_2015_2019,2017,Consumer Internet
GoldFarm,Food & Beverage,Agriculture Technology,Coimbatore,Mahindra & Mahindra and Infuse Ventures,Private Equity,2000000.0,2017-10-30,early_2015_2019,2017,Food & Beverage
NetMeds,Ecommerce,Online Pharmacy,Chennai,TannCam Investment & Sistema Asia Fund,Private Equity,14000000.0,2017-10-31,early_2015_2019,2017,Ecommerce
MSE,Finance,Equity Stock Exchange,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,32000000.0,2017-10-31,early_2015_2019,2017,Finance
Aahaa Stores,Ecommece,Online B2B store for office supplies,Chennai,YourNest Angel Fund,Private Equity,1000000.0,2017-09-01,early_2015_2019,2017,Other
MFine,Consumer Internet,Online Doctor Discovery platform,Bangalore,"Stellaris Venture Partners, Mayur Abhaya, Rohit MA",Private Equity,1500000.0,2017-09-01,early_2015_2019,2017,Consumer Internet
Canvera,Consumer Internet,Online Photography platform,Mumbai,InfoEdge,Private Equity,1300000.0,2017-09-01,early_2015_2019,2017,Consumer Internet
PrimaryIO,Technology,Application Performance Acceleration,Pune,"Accel Partners, Exfinity Ventures, Partech Ventures",Private Equity,5600000.0,2017-09-04,early_2015_2019,2017,Technology
Shubh Loans,Consumer Internet,online lending platform,Bangalore,"SRI Capital, BeeNext, Pravega Ventures",Private Equity,1500000.0,2017-09-05,early_2015_2019,2017,Consumer Internet
Nest Education,Technology,EduTech Platform,Gurgaon,"Michael and Susan Dell Foundation, Anand Mahindra",Seed Funding,600000.0,2017-09-05,early_2015_2019,2017,Technology
Lending Kart,Consumer Internet,Online Lending Platform,Ahmedabad,"Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital",Private Equity,10750000.0,2017-09-06,early_2015_2019,2017,Consumer Internet
GoFro,Consumer Internet,Online travel booking platform,New Delhi,"HIS Co. Ltd, MakeMyTrip",Private Equity,10000000.0,2017-09-06,early_2015_2019,2017,Consumer Internet
OncoStem,Healthcare,Medical Diagnostic Solutions,Bangalore,"Sequoia Capital India, Artiman Ventures",Private Equity,6000000.0,2017-09-06,early_2015_2019,2017,Healthcare
Power2SME,Ecommerce,Buying Club for Small Businesses,Gurgaon,"International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,",Private Equity,26000000.0,2017-09-06,early_2015_2019,2017,Ecommerce
Credit Vidya,Consumer Internet,Online Credit scoring platform,Mumbai,Matrix Partners,Private Equity,5000000.0,2017-09-07,early_2015_2019,2017,Consumer Internet
OYO Rooms,Consumer Internet,Branded budget hotels marketplace,Gurgaon,"SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise",Private Equity,250000000.0,2017-09-07,early_2015_2019,2017,Consumer Internet
Early Salary,Consumer Internet,Online Unsecured Lending platform,Pune,IFMR Capital,Debt Funding,780000.0,2017-09-07,early_2015_2019,2017,Consumer Internet
Seniority,Ecommerce,Ecommerce portal for senior citizens,Pune,RPG Enterprises,Private Equity,1000000.0,2017-09-07,early_2015_2019,2017,Ecommerce
AYE Finance,Consumer Internet,Micro Lending Platform,New Delhi,"Triodos Investment Management,",Debt Funding,6900000.0,2017-09-08,early_2015_2019,2017,Consumer Internet
Ecom Express,Logistics,Logistics Solutions provider,New Delhi,Warburg Pincus,Private Equity,30000000.0,2017-09-11,early_2015_2019,2017,Logistics
Call Health,Consumer Internet,Healthcare Services Aggregator,Hyderabad,"Sachin Tendulkar, P.V SIndhu, Pullela Gopichand",Private Equity,6200000.0,2017-09-11,early_2015_2019,2017,Consumer Internet
3HCare,Consumer Internet,Healthcare services portal,New Delhi,Undisclosed Investor,Seed Funding,100000.0,2017-09-12,early_2015_2019,2017,Consumer Internet
Tonbo Imaging,Technology,Imaging Technology for Armed Forces,Bangalore,"WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures",Private Equity,17000000.0,2017-09-12,early_2015_2019,2017,Technology
Get My Parking,Consumer Internet,Smart Parking Enabler,New Delhi,"IAN Fund, Beenext, Indian Angel Network",Private Equity,3000000.0,2017-09-12,early_2015_2019,2017,Consumer Internet
Glowroad,Consumer Internet,women focussed customer-to-customer reseller network,Bangalore,"Accel Partners,",Private Equity,2000000.0,2017-09-13,early_2015_2019,2017,Consumer Internet
OYO Rooms,Consumer Internet,udget hotel marketplace,Gurgaon,China Lodging Group,Private Equity,10000000.0,2017-09-13,early_2015_2019,2017,Consumer Internet
Unacademy,Consumer Internet,Online learning platform,Mumbai,"Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,",Private Equity,11500000.0,2017-09-13,early_2015_2019,2017,Consumer Internet
Heterogenous,Technology,Telecom & IoT platform,Chennai,"Chennai Angels, Keiretsu Forum & Others",Seed Funding,780000.0,2017-09-13,early_2015_2019,2017,Technology
Smaaash,Technology,Virtual Reality gaming and entertainment platform,Mumbai,ECL Finance,Private Equity,44000000.0,2017-09-14,early_2015_2019,2017,Technology
WheelStreet,Consumer Portal,Bike Rental Platform,Bangalore,Y Combinator,Seed Funding,120000.0,2017-09-14,early_2015_2019,2017,Other
The Moms Co,Ecommerce,Pregnancy & Baby Care product etailer,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,1000000.0,2017-09-18,early_2015_2019,2017,Ecommerce
High Radius,Technology,Integrated receivables software solutions,Hyderabad,Susquehanna Growth Equity LLC,Private Equity,50000000.0,2017-09-19,early_2015_2019,2017,Technology
SaveBC,Finance,financial services firm,Gaya,Incofin Investment Management.,Private Equity,6000000.0,2017-09-21,early_2015_2019,2017,Finance
Homergize,Ecommerce,Home Furnishing & Building material marketplace,Bangalore,LG Chandrasekhar,Private Equity,1000000.0,2017-09-21,early_2015_2019,2017,Ecommerce
Yatra.com,Ecommerce,Online Travel Agency,Gurgaon,InnoVen Capital India,Debt Funding,15400000.0,2017-09-22,early_2015_2019,2017,Ecommerce
Synup,Technology,SME Marketing Management Solution,Bangalore,"Vertex Ventures, Prime Venture Partners.",Private Equity,6000000.0,2017-09-25,early_2015_2019,2017,Technology
Rapido,Consumer Internet,Bike Aggregator Mobile App,Bangalore,Battery Road Digital Holdings LLC,Seed Funding,422000.0,2017-09-25,early_2015_2019,2017,Consumer Internet
Sportobuddy,Consumer Internet,Sports & Sport related equipment portal,Mumbai,Mehul Shah,Seed Funding,150000.0,2017-09-25,early_2015_2019,2017,Consumer Internet
Transerve,Technology,Geospatial Technology-based SaaS solutions,Mumbai,"IL&FS Investment Managers, Omidyar Network.",Private Equity,1600000.0,2017-09-27,early_2015_2019,2017,Technology
Pitstop,Consumer Internet,Car repair and Servicing Platform,Bangalore,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,1000000.0,2017-09-27,early_2015_2019,2017,Consumer Internet
MyUpchar,Consumer Internet,Local Language Health Information portal,New Delhi,LetsVenture,Seed Funding,300000.0,2017-09-27,early_2015_2019,2017,Consumer Internet
Aadyah,Technology,Defense Tech & Aerospace startup,Bangalore,Keiretsu Forum,Private Equity,1000000.0,2017-09-28,early_2015_2019,2017,Technology
TouchKin,Technology,Predictive Care Platform,Bangalore,Kae Capital,Private Equity,1300000.0,2017-08-01,early_2015_2019,2017,Technology
Zepo,Consumer Internet,DIY Ecommerce platform,Mumbai,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed Funding,500000.0,2017-08-02,early_2015_2019,2017,Consumer Internet
Click2Clinic,Consumer Internet,healthcare service aggregator,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed Funding,850000.0,2017-08-02,early_2015_2019,2017,Consumer Internet
SpeedBox,Logistics,On-Demand Logistics Service provider,Mumbai,Cismat Cargo Services Pvt. Ltd.,Seed Funding,300000.0,2017-08-03,early_2015_2019,2017,Logistics
New Castle Technologies,Technology,Hospital Management Software,Chennai,Undisclosed investors,Seed Funding,243000.0,2017-08-08,early_2015_2019,2017,Technology
My Forex Eye,Consumer Internet,foreign exchange services,New Delhi,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed Funding,220000.0,2017-08-08,early_2015_2019,2017,Consumer Internet
TruxApp,Logistics,Mobile based Logistics Service,New Delhi,"Venugopal Dhoot, Ajay Bhatia, Tarun Khandelwal, Ganpat Singhvi, Mandhian family & Others",Seed Funding,3100000.0,2017-08-09,early_2015_2019,2017,Logistics
CroFarm,Technology,Agriculture Supply Chain solutions,Gurgaon,Factor[e] Ventures,Seed Funding,783000.0,2017-08-09,early_2015_2019,2017,Technology
Flipkart,Ecommerce,Online Marketplace,Bangalore,Softbank,Private Equity,2500000000.0,2017-08-11,early_2015_2019,2017,Ecommerce
Ola Cabs,Consumer Internet,App based cab aggregation Service,Gurgaon,Tekne Capital Management,Private Equity,36000000.0,2017-08-11,early_2015_2019,2017,Consumer Internet
Digilend,Technology,Personal Loans & EMI solutions platform,Mumbai,"InCred Finance, Fullerton India Credit Company Ltd",Seed Funding,312000.0,2017-08-14,early_2015_2019,2017,Technology
KNAB Finance,Consumer Internet,Unsecured Small Business Loans,Bangalore,"InCred, Krishnakumar Natarajan, Ravi Bhardwaj",Seed Funding,385000.0,2017-08-15,early_2015_2019,2017,Consumer Internet
Rootefy,Ecommerce,Building material online store,New Delhi,"Abhinav Gupta,",Seed Funding,187000.0,2017-08-20,early_2015_2019,2017,Ecommerce
Uniphore,Technology,speech recognition startup,Chennai,IDG Ventures,Private Equity,6800000.0,2017-08-21,early_2015_2019,2017,Technology
Cerebroz,Consumer Internet,E-Tech platform,Vadodara,Undisclosed HNI\\xe2\\x80\\x99s,Seed Funding,734000.0,2017-08-21,early_2015_2019,2017,Consumer Internet
Dhruva,Technology,Cloud data protection and management solutions,Pune,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,80000000.0,2017-08-23,early_2015_2019,2017,Technology
Bombay Shaving Company,Ecommerce,Men Grooming product etailer,New Delhi,Fireside Ventures,Private Equity,2300000.0,2017-08-23,early_2015_2019,2017,Ecommerce
Indiez,Technology,Software & Mobile app development platform,Bangalore,Haresh Chawla,Seed Funding,500000.0,2017-08-23,early_2015_2019,2017,Technology
Ezetap,Technology,mPOS solutions provider,Bangalore,"JS Capital Management, Social Capital, Horizons Ventures,",Private Equity,16000000.0,2017-08-24,early_2015_2019,2017,Technology
Ink Monk,Consumer Internet,Online printing marketplace,Chennai,"VAMM Ventures, Raksul, Dena",Seed Funding,750000.0,2017-08-25,early_2015_2019,2017,Consumer Internet
Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bangalore,"PBS Srinivas, Vinod Martin,",Seed Funding,125000.0,2017-08-25,early_2015_2019,2017,Consumer Internet
Mobikon,Technology,Restaurant & Hotel CRM platform,Pune,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,7000000.0,2017-08-28,early_2015_2019,2017,Technology
CureFit,Consumer Internet,End to End health and wellness platform.,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital,\\xc2\\xa0 UC-RNT fund",Private Equity,25000000.0,2017-08-29,early_2015_2019,2017,Consumer Internet
Doxper,Technology,Healthtech IoT platform,Mumbai,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed Funding,750000.0,2017-08-29,early_2015_2019,2017,Technology
Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bangalore,"Ward Ferry Management and Karst Peak Capital,",Private Equity,34000000.0,2017-08-30,early_2015_2019,2017,Consumer Internet
MedGenome,Technology,Genomics Research and Diagnostics Solutions,Bangalore,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,30000000.0,2017-08-30,early_2015_2019,2017,Technology
Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bangalore,Reliance Corporate Advisory Services Ltd,Seed Funding,1000000.0,2017-07-01,early_2015_2019,2017,Consumer Internet
Ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,"Infuse Ventures, JLL",Private Equity,2600000.0,2017-07-03,early_2015_2019,2017,Technology
Droom,Ecommerce,Online marketplace for automobiles,Gurgaon,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,20000000.0,2017-07-04,early_2015_2019,2017,Ecommerce
Jumbotail,Ecommerce,online marketplace for food and grocery,Bangalore,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,8500000.0,2017-07-05,early_2015_2019,2017,Ecommerce
Moglix,Ecommerce,B2B marketplace for Industrial products,Noida,"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",Private Equity,12000000.0,2017-07-05,early_2015_2019,2017,Ecommerce
Timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,BCCL,Private Equity,1000000.0,2017-07-05,early_2015_2019,2017,Consumer Internet
Clip App,Consumer Internet,Digital Media Video platform,Bangalore,"India Quotient, Shunwei Capital",Seed Funding,1000000.0,2017-07-07,early_2015_2019,2017,Consumer Internet
Autorox.co,Technology,Workshop Management Software Platform,Hyderabad,Mitsui & Co.,Private Equity,3000000.0,2017-07-10,early_2015_2019,2017,Technology
Fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Pune,Dunamis Ventures Pte Ltd,Private Equity,2250000.0,2017-07-11,early_2015_2019,2017,Consumer Internet
Flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,464000.0,2017-07-11,early_2015_2019,2017,Consumer Internet
Innoviti,Technology,Digital payments solutions,Bangalore,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,18500000.0,2017-07-12,early_2015_2019,2017,Technology
QwikSpec,Technology,Construction site operations and analytics platform,Bangalore,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,540000.0,2017-07-14,early_2015_2019,2017,Technology
Chumbak,Ecommerce,Designer consumer products Marketplace,Bangalore,Blacksoil Capital Pvt. Ltd,Private Equity,1700000.0,2017-07-14,early_2015_2019,2017,Ecommerce
Increff,Technology,Sales Solutions for Fashion Brands,Bangalore,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed Funding,2000000.0,2017-07-17,early_2015_2019,2017,Technology
Vayana,Technology,Enterprise Banking Solutions,Pune,"IDG Ventures India Advisors, Jungle Ventures",Private Equity,4000000.0,2017-07-17,early_2015_2019,2017,Technology
Rentomojo,Consumer Internet,Consumer Leasing Platform,Bangalore,"ain Capital Ventures, Renaud Laplanche",Private Equity,10000000.0,2017-07-19,early_2015_2019,2017,Consumer Internet
Playablo,Technology,Gamified Learning App,Bangalore,ABI-Showatech (India) Ltd,Seed Funding,600000.0,2017-07-19,early_2015_2019,2017,Technology
Trupay,Technology,Online payments platform,Gurgaon,"Kae Capital, M&S Partners,",Seed Funding,700000.0,2017-07-20,early_2015_2019,2017,Technology
Brick2Wall,Ecommerce,Online Marketplace for Construction Material,Gurgaon,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,200000.0,2017-07-21,early_2015_2019,2017,Ecommerce
Noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,Bangalore,"Stellaris Venture Partners,",Private Equity,1200000.0,2017-07-25,early_2015_2019,2017,Consumer Internet
Byju\\xe2\\x80\\x99s,Consumer Internet,Mobile Learning App,Bangalore,Tencent Holdings,Private Equity,35000000.0,2017-07-25,early_2015_2019,2017,Consumer Internet
Fab Hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,New Delhi,Goldman Sachs,Private Equity,25000000.0,2017-07-26,early_2015_2019,2017,Consumer Internet
ThinkerBell,Consumer Internet,Assisted Learning Startup,Bangalore,"Indian Angel Network, Anand Mahindra",Seed Funding,200000.0,2017-07-26,early_2015_2019,2017,Consumer Internet
1mg,Ecommerce,Online Pharmacy,Gurgaon,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Private Equity,15000000.0,2017-07-27,early_2015_2019,2017,Ecommerce
BigStylist,Consumer Internet,Beauty Services Marketplace,Mumbai,Info Edge (India) Ltd,Private Equity,1250000.0,2017-07-28,early_2015_2019,2017,Consumer Internet
RentOnGo,Ecommerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bangalore,TVS Motor Company,Seed Funding,234000.0,2017-06-02,early_2015_2019,2017,Ecommerce
Goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,Emerging India,Private Equity,50000000.0,2017-06-05,early_2015_2019,2017,Consumer Internet
Spinny,Ecommerce,Online Used Car marketplace,Gurgaon,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,1000000.0,2017-06-06,early_2015_2019,2017,Ecommerce
BHIVE Workspace,Consumer Internet,co-working spaces,Bangalore,Blume Ventures,Private Equity,1200000.0,2017-06-06,early_2015_2019,2017,Consumer Internet
wayForward,Consumer Internet,Mobile app for Mental Health,New Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,1000000.0,2017-06-06,early_2015_2019,2017,Consumer Internet
ZipLoan,Consumer Internet,Online lending platform,New Delhi,WaterBridge Ventures,Seed Funding,650000.0,2017-06-07,early_2015_2019,2017,Consumer Internet
GrowFitter,Consumer Internet,health and fitness discovery platform,Mumbai,SQue Capital,Seed Funding,600000.0,2017-06-07,early_2015_2019,2017,Consumer Internet
Stratfit,Consumer Internet,Health coaching programs,Hyderabad,Bodhtree Consulting Limited,Seed Funding,232000.0,2017-06-08,early_2015_2019,2017,Consumer Internet
Multiplier Solutions,Technology,CRM Software for Healthcare space,Hyderabad,Norwest Venture Partners,Private Equity,1500000.0,2017-06-08,early_2015_2019,2017,Technology
ABI Health,Technology,Unified Digital Health Platform,Bangalore,Norwest Venture Partners,Private Equity,1500000.0,2017-06-08,early_2015_2019,2017,Technology
Stockal,Consumer Internet,App-based Investment advisory Services,Bangalore,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,350000.0,2017-06-08,early_2015_2019,2017,Consumer Internet
Guidoo,Consumer Internet,Travel & adventure planning platform,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,300000.0,2017-06-09,early_2015_2019,2017,Consumer Internet
eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,250000.0,2017-06-09,early_2015_2019,2017,Consumer Internet
LendingKart,Consumer Internet,Online Lending platform,Ahmedabad,Yes Bank,Debt Funding,7800000.0,2017-06-12,early_2015_2019,2017,Consumer Internet
Boxx.ai,Technology,Artificial Intelligence,Bangalore,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,500000.0,2017-06-12,early_2015_2019,2017,Technology
